customer_id,customer_name,signup_date,country,segment,age_group
CUST102836,Nabila Nair,2025-02-28,Malaysia,Budget,25-34
CUST102837,Mei Ling Rahman,2025-08-27,Thailand,Mainstream,45-54
CUST102838,Ahmad Wong,2026-02-27,Malaysia,Mainstream,35-44
CUST102839,Zhi Hao Tan,2026-05-20,Singapore,Mainstream,18-24
CUST102840,Nur Aisyah Chua,2026-04-09,Thailand,Budget,45-54
CUST102841,Jia Xin Lee,2026-05-13,Thailand,Budget,35-44
CUST102842,Ahmad Lee,2025-07-08,Malaysia,Mainstream,35-44
CUST102843,Xin Yi Binte Ismail,2026-03-07,Malaysia,Mainstream,45-54
CUST102844,Xin Yi Binte Ismail,2026-04-27,Malaysia,Mainstream,18-24
CUST102845,Jia Xin Chong,2026-01-04,Malaysia,Budget,35-44
CUST102846,Suresh Binte Ismail,2025-03-06,Indonesia,Premium,25-34
CUST102847,Divya Tan,2025-08-01,Malaysia,Budget,18-24
CUST102848,Hui Ling Chua,2026-04-08,Singapore,Budget,25-34
CUST102849,Ravi Wong,2025-01-29,Singapore,Mainstream,25-34
CUST102850,Zhi Hao Wong,2025-08-06,Singapore,Mainstream,18-24
CUST102851,Kumar Lee,2026-03-15,Singapore,Mainstream,35-44
CUST102852,Priya Osman,2025-03-12,Malaysia,Budget,25-34
CUST102853,Farhan Rahman,2024-08-04,Thailand,Budget,25-34
CUST102854,Ahmad Chua,2025-06-30,Singapore,Mainstream,18-24
CUST102855,Kumar Goh,2026-04-03,Singapore,Budget,25-34
CUST102856,Mei Ling Nair,2025-12-16,Singapore,Mainstream,35-44
CUST102857,Nabila Lee,2025-05-18,Malaysia,Mainstream,25-34
CUST102858,Nur Aisyah Chua,2024-07-30,Malaysia,Budget,35-44
CUST102859,Wei Ming Lee,2024-09-19,Malaysia,Mainstream,55+
CUST102860,Nabila Lee,2024-09-16,Thailand,Premium,18-24
CUST102861,Aina Kaur,2024-11-29,Thailand,Mainstream,25-34
CUST102862,Siti Rahman,2025-06-05,Indonesia,Budget,45-54
CUST102863,Ahmad Lim,2025-04-13,Indonesia,Mainstream,35-44
CUST102864,Farhan Lee,2025-02-09,Malaysia,Premium,55+
CUST102865,Haziq Lim,2025-02-22,Malaysia,Mainstream,35-44
CUST102866,Haziq Lee,2025-04-19,Malaysia,Budget,35-44
CUST102867,Aina Chong,2026-04-23,Indonesia,Budget,18-24
CUST102868,Kumar Muthu,2024-10-25,Singapore,Mainstream,25-34
CUST102869,Siti Tan,2026-07-22,Singapore,Mainstream,35-44
CUST102870,Xin Yi Nair,2025-09-22,Singapore,Premium,35-44
CUST102871,Suresh Lee,2025-09-16,Malaysia,Premium,45-54
CUST102872,Wei Ming Tan,2024-08-01,Indonesia,Budget,55+
CUST102873,Farhan Binte Ismail,2026-05-25,Singapore,Mainstream,25-34
CUST102874,Chen Wei Lim,2025-08-16,Malaysia,Budget,25-34
CUST102875,Suresh Binte Ismail,2025-11-10,Malaysia,Budget,45-54
CUST102876,Arif Rahman,2026-05-19,Indonesia,Budget,45-54
CUST102877,Arif Lee,2026-02-16,Singapore,Premium,45-54
CUST102878,Priya Kaur,2025-09-24,Singapore,Budget,35-44
CUST102879,Ahmad Tan,2024-09-29,Malaysia,Mainstream,55+
CUST102880,Arif Bin Abdullah,2025-10-19,Malaysia,Budget,25-34
CUST102881,Nur Aisyah Lim,2024-10-25,Indonesia,Budget,18-24
CUST102882,Priya Chong,2025-02-09,Malaysia,Mainstream,18-24
CUST102883,Priya Rahman,2024-12-09,Thailand,Budget,25-34
CUST102884,Mei Ling Chong,2024-11-13,Singapore,Budget,45-54
CUST102885,Priya Binte Ismail,2025-02-23,Malaysia,Mainstream,25-34
CUST102886,Farhan Tan,2025-02-09,Thailand,Mainstream,35-44
CUST102887,Mei Ling Goh,2026-04-08,Singapore,Mainstream,25-34
CUST102888,Jia Xin Lim,2025-02-21,Indonesia,Mainstream,35-44
CUST102889,Ravi Lim,2026-06-24,Singapore,Budget,25-34
CUST102890,Nur Aisyah Bin Abdullah,2025-02-06,Malaysia,Budget,35-44
CUST102891,Suresh Goh,2025-04-08,Singapore,Budget,25-34
CUST102892,Divya Nair,2025-01-23,Malaysia,Premium,25-34
CUST102893,Zhi Hao Nair,2025-04-17,Indonesia,Budget,25-34
CUST102894,Ahmad Goh,2025-11-02,Singapore,Budget,35-44
CUST102895,Ravi Lim,2025-11-02,Singapore,Premium,35-44
CUST102896,Jia Xin Goh,2025-05-20,Singapore,Premium,55+
CUST102897,Farhan Binte Ismail,2025-08-18,Singapore,Budget,45-54
CUST102898,Suresh Nair,2025-11-23,Malaysia,Mainstream,25-34
CUST102899,Divya Lee,2025-08-06,Thailand,Budget,18-24
CUST102900,Arif Wong,2025-07-03,Singapore,Mainstream,18-24
CUST102901,Farhan Muthu,2026-02-04,Malaysia,Mainstream,25-34
CUST102902,Priya Bin Abdullah,2025-04-20,Malaysia,Premium,25-34
CUST102903,Farhan Goh,2025-12-12,Singapore,Budget,45-54
CUST102904,Mei Ling Wong,2026-01-15,Singapore,Mainstream,55+
CUST102905,Aina Nair,2025-09-27,Indonesia,Budget,25-34
CUST102906,Kumar Goh,2026-05-15,Malaysia,Mainstream,45-54
CUST102907,Divya Tan,2025-05-15,Indonesia,Mainstream,45-54
CUST102908,Farhan Muthu,2025-02-09,Malaysia,Mainstream,25-34
CUST102909,Jia Xin Chong,2024-08-31,Malaysia,Premium,45-54
CUST102910,Zhi Hao Yusof,2026-01-03,Thailand,Mainstream,55+
CUST102911,Suresh Bin Abdullah,2025-07-01,Thailand,Mainstream,55+
CUST102912,Ahmad Chong,2025-07-27,Thailand,Budget,35-44
CUST102913,Nur Aisyah Yusof,2025-02-11,Singapore,Premium,25-34
CUST102914,Arif Lee,2025-04-29,Thailand,Mainstream,25-34
CUST102915,Priya Bin Abdullah,2024-12-17,Indonesia,Budget,55+
CUST102916,Haziq Binte Ismail,2024-11-16,Indonesia,Mainstream,25-34
CUST102917,Kumar Osman,2026-05-08,Indonesia,Budget,25-34
CUST102918,Suresh Tan,2025-11-12,Thailand,Mainstream,25-34
CUST102919,Kumar Yusof,2025-04-09,Malaysia,Budget,35-44
CUST102920,Xin Yi Goh,2025-06-28,Indonesia,Budget,18-24
CUST102921,Divya Tan,2025-08-12,Indonesia,Premium,45-54
CUST102922,Suresh Bin Abdullah,2026-03-25,Indonesia,Premium,35-44
CUST102923,Arif Yusof,2025-06-07,Indonesia,Mainstream,25-34
CUST102924,Zhi Hao Tan,2025-02-04,Singapore,Premium,25-34
CUST102925,Nur Aisyah Chong,2026-07-01,Singapore,Budget,35-44
CUST102926,Kumar Yusof,2025-05-24,Malaysia,Budget,45-54
CUST102927,Farhan Chong,2024-10-06,Indonesia,Premium,45-54
CUST102928,Mei Ling Wong,2025-06-06,Indonesia,Mainstream,45-54
CUST102929,Priya Yusof,2024-09-02,Indonesia,Mainstream,25-34
CUST102930,Ahmad Chong,2025-11-14,Indonesia,Budget,45-54
CUST102931,Divya Binte Ismail,2026-07-27,Malaysia,Budget,35-44
CUST102932,Chen Wei Chong,2025-03-19,Singapore,Budget,35-44
CUST102933,Ravi Muthu,2026-02-24,Malaysia,Premium,35-44
CUST102934,Chen Wei Yusof,2026-07-22,Thailand,Budget,25-34
CUST102935,Xin Yi Kaur,2026-03-20,Malaysia,Mainstream,35-44
CUST102936,Ravi Rahman,2024-09-16,Thailand,Budget,35-44
CUST102937,Ravi Lim,2025-01-05,Thailand,Mainstream,25-34
CUST102938,Chen Wei Binte Ismail,2026-01-10,Malaysia,Budget,35-44
CUST102939,Aina Tan,2025-05-19,Indonesia,Mainstream,25-34
CUST102940,Nur Aisyah Goh,2025-11-24,Malaysia,Mainstream,35-44
CUST102941,Haziq Binte Ismail,2026-03-22,Malaysia,Budget,45-54
CUST102942,Arif Osman,2024-08-07,Singapore,Budget,18-24
CUST102943,Nabila Bin Abdullah,2024-12-12,Singapore,Budget,25-34
CUST102944,Aina Rahman,2025-11-06,Singapore,Mainstream,35-44
CUST102945,Ravi Lee,2025-11-13,Malaysia,Mainstream,18-24
CUST102946,Arif Rahman,2024-12-11,Singapore,Budget,25-34
CUST102947,Ahmad Chua,2025-08-27,Malaysia,Mainstream,35-44
CUST102948,Wei Ming Goh,2025-10-27,Malaysia,Budget,18-24
CUST102949,Zhi Hao Muthu,2025-10-20,Malaysia,Premium,35-44
CUST102950,Chen Wei Bin Abdullah,2025-09-06,Thailand,Premium,18-24
CUST102951,Hui Ling Chua,2025-07-14,Malaysia,Mainstream,18-24
CUST102952,Nur Aisyah Bin Abdullah,2026-06-30,Singapore,Budget,25-34
CUST102953,Mei Ling Muthu,2025-08-13,Thailand,Budget,55+
CUST102954,Xin Yi Kaur,2025-09-11,Indonesia,Premium,35-44
CUST102955,Nur Aisyah Wong,2026-01-10,Indonesia,Budget,25-34
CUST102956,Aina Bin Abdullah,2025-11-12,Indonesia,Mainstream,25-34
CUST102957,Ahmad Tan,2025-09-23,Singapore,Premium,35-44
CUST102958,Priya Binte Ismail,2025-11-04,Indonesia,Mainstream,35-44
CUST102959,Aina Muthu,2024-10-04,Singapore,Mainstream,25-34
CUST102960,Arif Chua,2025-07-09,Malaysia,Mainstream,25-34
CUST102961,Aina Goh,2025-07-27,Singapore,Premium,35-44
CUST102962,Chen Wei Lim,2026-01-19,Indonesia,Budget,35-44
CUST102963,Ravi Chong,2024-09-29,Singapore,Premium,45-54
CUST102964,Arif Binte Ismail,2026-07-13,Singapore,Budget,35-44
CUST102965,Chen Wei Chong,2025-06-23,Singapore,Mainstream,35-44
CUST102966,Priya Rahman,2026-03-28,Indonesia,Premium,35-44
CUST102967,Haziq Rahman,2025-01-14,Singapore,Mainstream,35-44
CUST102968,Nur Aisyah Chong,2025-10-26,Malaysia,Budget,35-44
CUST102969,Nabila Bin Abdullah,2025-12-27,Singapore,Budget,25-34
CUST102970,Kumar Kaur,2026-06-17,Indonesia,Mainstream,55+
CUST102971,Nur Aisyah Nair,2024-12-29,Singapore,Mainstream,25-34
CUST102972,Kumar Lim,2025-10-13,Thailand,Budget,35-44
CUST102973,Kumar Muthu,2026-01-18,Singapore,Premium,35-44
CUST102974,Chen Wei Kaur,2024-11-20,Singapore,Premium,45-54
CUST102975,Farhan Osman,2026-07-15,Singapore,Premium,18-24
CUST102976,Nur Aisyah Nair,2025-08-21,Singapore,Mainstream,45-54
CUST102977,Aina Yusof,2026-04-03,Malaysia,Premium,18-24
CUST102978,Siti Yusof,2026-04-28,Singapore,Premium,18-24
CUST102979,Zhi Hao Muthu,2026-07-14,Thailand,Budget,45-54
CUST102980,Nur Aisyah Nair,2026-03-15,Malaysia,Premium,25-34
CUST102981,Haziq Rahman,2024-09-06,Singapore,Mainstream,35-44
CUST102982,Ravi Lim,2025-09-07,Malaysia,Premium,25-34
CUST102983,Ravi Nair,2024-07-30,Singapore,Mainstream,55+
CUST102984,Nur Aisyah Tan,2026-01-15,Singapore,Mainstream,45-54
CUST102985,Ravi Binte Ismail,2025-01-19,Singapore,Budget,25-34
CUST102986,Mei Ling Tan,2026-05-25,Singapore,Budget,45-54
CUST102987,Nabila Chong,2026-05-12,Singapore,Budget,25-34
CUST102988,Chen Wei Bin Abdullah,2026-07-18,Thailand,Mainstream,35-44
CUST102989,Siti Nair,2024-10-11,Indonesia,Premium,45-54
CUST102990,Zhi Hao Chua,2025-03-26,Thailand,Budget,35-44
CUST102991,Chen Wei Osman,2025-02-02,Singapore,Budget,35-44
CUST102992,Arif Rahman,2024-09-21,Thailand,Mainstream,45-54
CUST102993,Chen Wei Chong,2025-11-29,Malaysia,Budget,35-44
CUST102994,Suresh Chong,2025-02-17,Singapore,Budget,55+
CUST102995,Wei Ming Kaur,2025-07-28,Indonesia,Budget,18-24
CUST102996,Haziq Nair,2025-06-28,Singapore,Mainstream,25-34
CUST102997,Arif Binte Ismail,2025-04-02,Malaysia,Mainstream,45-54
CUST102998,Suresh Goh,2025-08-20,Indonesia,Premium,25-34
CUST102999,Xin Yi Lim,2026-07-12,Malaysia,Budget,25-34
CUST103000,Zhi Hao Osman,2026-06-05,Malaysia,Budget,45-54
CUST103001,Zhi Hao Chong,2025-07-28,Malaysia,Mainstream,35-44
CUST103002,Mei Ling Binte Ismail,2025-06-08,Singapore,Premium,25-34
CUST103003,Kumar Chua,2025-02-10,Thailand,Budget,25-34
CUST103004,Hui Ling Lim,2025-06-07,Singapore,Premium,25-34
CUST103005,Jia Xin Chua,2026-03-14,Singapore,Mainstream,25-34
CUST103006,Aina Chong,2025-11-04,Singapore,Premium,18-24
CUST103007,Ahmad Lim,2025-09-09,Thailand,Budget,45-54
CUST103008,Priya Lim,2024-08-10,Indonesia,Budget,25-34
CUST103009,Xin Yi Chua,2025-07-06,Malaysia,Budget,45-54
CUST103010,Kumar Rahman,2025-04-22,Thailand,Mainstream,55+
CUST103011,Priya Muthu,2025-02-08,Singapore,Premium,25-34
CUST103012,Mei Ling Chua,2025-11-07,Thailand,Mainstream,55+
CUST103013,Farhan Yusof,2024-08-24,Singapore,Budget,25-34
CUST103014,Ahmad Rahman,2025-03-24,Malaysia,Budget,35-44
CUST103015,Suresh Yusof,2024-11-17,Singapore,Mainstream,55+
CUST103016,Xin Yi Goh,2025-01-29,Thailand,Premium,45-54
CUST103017,Siti Lim,2025-05-02,Thailand,Budget,25-34
CUST103018,Divya Rahman,2026-07-07,Malaysia,Mainstream,25-34
CUST103019,Farhan Binte Ismail,2025-05-29,Singapore,Mainstream,25-34
CUST103020,Jia Xin Wong,2026-04-26,Singapore,Premium,55+
CUST103021,Jia Xin Chua,2025-05-15,Malaysia,Mainstream,25-34
CUST103022,Divya Kaur,2025-03-04,Singapore,Budget,35-44
CUST103023,Arif Chong,2025-06-27,Singapore,Mainstream,25-34
CUST103024,Nur Aisyah Rahman,2025-12-16,Indonesia,Mainstream,25-34
CUST103025,Farhan Bin Abdullah,2026-06-16,Malaysia,Premium,25-34
CUST103026,Jia Xin Rahman,2025-03-27,Thailand,Mainstream,25-34
CUST103027,Haziq Osman,2025-03-07,Malaysia,Budget,35-44
CUST103028,Wei Ming Nair,2025-08-15,Singapore,Mainstream,25-34
CUST103029,Zhi Hao Wong,2025-02-22,Malaysia,Mainstream,25-34
CUST103030,Mei Ling Chua,2025-01-07,Singapore,Budget,35-44
CUST103031,Jia Xin Tan,2025-07-20,Malaysia,Premium,25-34
CUST103032,Jia Xin Binte Ismail,2026-06-25,Indonesia,Budget,45-54
CUST103033,Jia Xin Binte Ismail,2024-11-01,Singapore,Premium,35-44
CUST103034,Arif Goh,2025-08-23,Singapore,Budget,35-44
CUST103035,Arif Yusof,2025-03-26,Thailand,Budget,25-34
CUST103036,Ravi Nair,2024-10-03,Malaysia,Mainstream,18-24
CUST103037,Chen Wei Tan,2025-11-07,Malaysia,Mainstream,45-54
CUST103038,Priya Bin Abdullah,2025-05-01,Indonesia,Premium,45-54
CUST103039,Divya Nair,2026-07-15,Malaysia,Mainstream,25-34
CUST103040,Suresh Wong,2024-10-21,Singapore,Budget,25-34
CUST103041,Siti Muthu,2026-06-16,Indonesia,Premium,25-34
CUST103042,Aina Chua,2025-06-29,Thailand,Mainstream,35-44
CUST103043,Farhan Lee,2025-11-15,Singapore,Budget,25-34
CUST103044,Jia Xin Chua,2026-07-03,Singapore,Premium,55+
CUST103045,Siti Goh,2025-08-26,Indonesia,Budget,18-24
CUST103046,Nur Aisyah Lee,2024-09-15,Malaysia,Budget,55+
CUST103047,Priya Nair,2026-03-30,Malaysia,Mainstream,18-24
CUST103048,Aina Muthu,2025-12-28,Malaysia,Mainstream,25-34
CUST103049,Xin Yi Binte Ismail,2026-03-13,Indonesia,Mainstream,25-34
CUST103050,Siti Muthu,2026-04-29,Malaysia,Premium,25-34
CUST103051,Mei Ling Lim,2026-02-11,Singapore,Budget,55+
CUST103052,Haziq Nair,2025-06-07,Singapore,Premium,25-34
CUST103053,Wei Ming Chua,2025-01-06,Malaysia,Budget,18-24
CUST103054,Zhi Hao Nair,2025-03-13,Thailand,Budget,55+
CUST103055,Suresh Kaur,2025-01-12,Malaysia,Budget,25-34
CUST103056,Mei Ling Nair,2025-02-22,Malaysia,Budget,18-24
CUST103057,Nur Aisyah Bin Abdullah,2025-10-23,Thailand,Budget,18-24
CUST103058,Haziq Binte Ismail,2024-10-10,Malaysia,Premium,25-34
CUST103059,Ahmad Rahman,2026-03-26,Malaysia,Mainstream,55+
CUST103060,Siti Chong,2025-03-06,Singapore,Mainstream,18-24
CUST103061,Haziq Lee,2026-05-10,Indonesia,Budget,35-44
CUST103062,Arif Binte Ismail,2025-01-17,Indonesia,Premium,25-34
CUST103063,Nur Aisyah Muthu,2026-05-27,Indonesia,Budget,25-34
CUST103064,Priya Wong,2026-02-22,Singapore,Mainstream,35-44
CUST103065,Hui Ling Lee,2025-10-17,Malaysia,Mainstream,35-44
CUST103066,Chen Wei Lee,2025-03-10,Singapore,Budget,35-44
CUST103067,Aina Bin Abdullah,2026-06-26,Thailand,Mainstream,25-34
CUST103068,Arif Yusof,2026-01-23,Singapore,Premium,18-24
CUST103069,Hui Ling Lee,2025-11-28,Malaysia,Budget,35-44
CUST103070,Priya Tan,2025-02-11,Indonesia,Mainstream,35-44
CUST103071,Ahmad Goh,2024-08-27,Singapore,Premium,25-34
CUST103072,Hui Ling Osman,2025-05-07,Malaysia,Budget,25-34
CUST103073,Ahmad Yusof,2025-07-24,Singapore,Budget,45-54
CUST103074,Hui Ling Muthu,2025-11-26,Malaysia,Mainstream,18-24
CUST103075,Wei Ming Muthu,2024-12-06,Thailand,Mainstream,35-44
CUST103076,Aina Wong,2026-05-12,Malaysia,Budget,35-44
CUST103077,Wei Ming Nair,2026-04-26,Thailand,Mainstream,25-34
CUST103078,Hui Ling Nair,2026-03-05,Singapore,Budget,35-44
CUST103079,Xin Yi Rahman,2026-01-15,Malaysia,Premium,35-44
CUST103080,Siti Binte Ismail,2025-08-27,Thailand,Premium,35-44
CUST103081,Siti Lim,2024-09-07,Thailand,Mainstream,45-54
CUST103082,Siti Nair,2025-04-11,Singapore,Premium,35-44
CUST103083,Priya Chua,2025-10-23,Indonesia,Mainstream,18-24
CUST103084,Haziq Chua,2026-02-25,Thailand,Premium,25-34
CUST103085,Ahmad Rahman,2025-04-12,Indonesia,Budget,35-44
CUST103086,Chen Wei Binte Ismail,2026-01-26,Malaysia,Budget,25-34
CUST103087,Mei Ling Lee,2024-08-16,Singapore,Premium,45-54
CUST103088,Ravi Chong,2025-08-15,Singapore,Budget,25-34
CUST103089,Xin Yi Muthu,2025-06-22,Malaysia,Budget,18-24
CUST103090,Jia Xin Muthu,2024-10-08,Malaysia,Mainstream,25-34
CUST103091,Nur Aisyah Muthu,2025-12-19,Singapore,Mainstream,45-54
CUST103092,Nur Aisyah Osman,2025-08-19,Singapore,Budget,35-44
CUST103093,Jia Xin Goh,2025-07-06,Malaysia,Budget,35-44
CUST103094,Arif Lee,2026-01-13,Malaysia,Budget,25-34
CUST103095,Chen Wei Tan,2026-06-20,Malaysia,Budget,55+
CUST103096,Kumar Lim,2026-01-03,Malaysia,Budget,45-54
CUST103097,Priya Wong,2026-05-08,Singapore,Mainstream,25-34
CUST103098,Zhi Hao Binte Ismail,2025-03-23,Thailand,Mainstream,45-54
CUST103099,Nur Aisyah Bin Abdullah,2026-07-24,Malaysia,Budget,55+
CUST103100,Chen Wei Goh,2025-12-10,Singapore,Budget,25-34
CUST103101,Siti Bin Abdullah,2024-10-22,Malaysia,Mainstream,25-34
CUST103102,Hui Ling Goh,2025-06-09,Malaysia,Budget,35-44
CUST103103,Ravi Chua,2025-03-26,Malaysia,Budget,25-34
CUST103104,Kumar Nair,2025-03-28,Malaysia,Budget,45-54
CUST103105,Hui Ling Yusof,2025-12-24,Malaysia,Mainstream,35-44
CUST103106,Divya Rahman,2025-04-24,Indonesia,Budget,25-34
CUST103107,Ravi Nair,2026-02-18,Singapore,Budget,25-34
CUST103108,Farhan Bin Abdullah,2025-04-22,Singapore,Mainstream,35-44
CUST103109,Wei Ming Goh,2025-03-18,Singapore,Mainstream,18-24
CUST103110,Kumar Rahman,2024-10-28,Malaysia,Mainstream,25-34
CUST103111,Aina Binte Ismail,2024-09-26,Malaysia,Premium,18-24
CUST103112,Jia Xin Yusof,2026-07-12,Indonesia,Mainstream,45-54
CUST103113,Divya Nair,2025-12-23,Singapore,Budget,18-24
CUST103114,Wei Ming Lee,2025-06-25,Malaysia,Budget,18-24
CUST103115,Mei Ling Nair,2025-12-07,Singapore,Budget,45-54
CUST103116,Nur Aisyah Bin Abdullah,2025-05-04,Malaysia,Budget,18-24
CUST103117,Xin Yi Yusof,2024-11-13,Indonesia,Budget,35-44
CUST103118,Haziq Rahman,2026-01-22,Singapore,Budget,25-34
CUST103119,Nabila Rahman,2024-10-15,Singapore,Mainstream,45-54
CUST103120,Aina Bin Abdullah,2024-10-24,Malaysia,Mainstream,25-34
CUST103121,Chen Wei Rahman,2024-09-30,Indonesia,Budget,18-24
CUST103122,Haziq Rahman,2026-06-06,Singapore,Mainstream,25-34
CUST103123,Xin Yi Lee,2025-12-27,Thailand,Budget,55+
CUST103124,Hui Ling Bin Abdullah,2026-04-30,Thailand,Mainstream,45-54
CUST103125,Aina Bin Abdullah,2026-05-03,Indonesia,Mainstream,25-34
CUST103126,Kumar Chong,2026-06-21,Singapore,Budget,25-34
CUST103127,Kumar Lim,2025-09-11,Indonesia,Budget,25-34
CUST103128,Zhi Hao Yusof,2026-05-27,Singapore,Premium,25-34
CUST103129,Ravi Goh,2025-12-26,Thailand,Mainstream,25-34
CUST103130,Arif Lee,2024-08-12,Malaysia,Mainstream,45-54
CUST103131,Siti Muthu,2024-10-22,Singapore,Budget,18-24
CUST103132,Ahmad Lim,2024-09-13,Singapore,Budget,45-54
CUST103133,Aina Tan,2026-07-03,Indonesia,Budget,18-24
CUST103134,Kumar Yusof,2025-04-03,Thailand,Premium,45-54
CUST103135,Ahmad Chua,2025-04-23,Malaysia,Budget,25-34
CUST103136,Divya Osman,2026-04-24,Malaysia,Budget,18-24
CUST103137,Divya Tan,2024-10-06,Indonesia,Premium,45-54
CUST103138,Hui Ling Chua,2025-10-07,Indonesia,Mainstream,25-34
CUST103139,Wei Ming Wong,2024-08-16,Indonesia,Budget,45-54
CUST103140,Wei Ming Rahman,2026-05-07,Malaysia,Mainstream,45-54
CUST103141,Divya Bin Abdullah,2025-04-11,Malaysia,Mainstream,55+
CUST103142,Mei Ling Goh,2026-04-25,Thailand,Premium,45-54
CUST103143,Hui Ling Tan,2024-09-04,Singapore,Budget,25-34
CUST103144,Kumar Osman,2025-05-12,Malaysia,Mainstream,25-34
CUST103145,Farhan Nair,2026-06-04,Singapore,Budget,35-44
CUST103146,Wei Ming Chua,2026-02-23,Malaysia,Mainstream,25-34
CUST103147,Hui Ling Yusof,2025-11-09,Indonesia,Mainstream,35-44
CUST103148,Arif Osman,2026-07-20,Singapore,Mainstream,25-34
CUST103149,Kumar Bin Abdullah,2026-07-23,Malaysia,Premium,35-44
CUST103150,Priya Tan,2024-09-22,Singapore,Mainstream,25-34
CUST103151,Nur Aisyah Chong,2024-08-12,Thailand,Budget,18-24
CUST103152,Priya Wong,2025-07-03,Indonesia,Budget,55+
CUST103153,Haziq Lim,2024-10-09,Malaysia,Budget,45-54
CUST103154,Jia Xin Bin Abdullah,2025-04-07,Indonesia,Mainstream,25-34
CUST103155,Mei Ling Rahman,2026-07-09,Singapore,Budget,18-24
CUST103156,Wei Ming Lim,2025-02-23,Indonesia,Mainstream,35-44
CUST103157,Suresh Tan,2026-07-16,Indonesia,Mainstream,25-34
CUST103158,Xin Yi Muthu,2024-12-10,Singapore,Premium,35-44
CUST103159,Mei Ling Rahman,2025-11-04,Thailand,Budget,45-54
CUST103160,Xin Yi Goh,2026-04-17,Singapore,Mainstream,25-34
CUST103161,Arif Goh,2026-01-22,Malaysia,Mainstream,25-34
CUST103162,Chen Wei Bin Abdullah,2025-03-18,Singapore,Premium,18-24
CUST103163,Hui Ling Yusof,2024-11-18,Indonesia,Mainstream,25-34
CUST103164,Hui Ling Nair,2025-06-08,Singapore,Budget,35-44
CUST103165,Hui Ling Yusof,2026-04-03,Singapore,Budget,25-34
CUST103166,Siti Lim,2024-10-10,Malaysia,Premium,55+
CUST103167,Hui Ling Bin Abdullah,2024-12-29,Thailand,Mainstream,35-44
CUST103168,Ahmad Lim,2025-10-03,Singapore,Mainstream,25-34
CUST103169,Haziq Nair,2025-06-20,Malaysia,Mainstream,35-44
CUST103170,Kumar Goh,2024-08-25,Malaysia,Mainstream,25-34
CUST103171,Aina Yusof,2025-10-27,Indonesia,Mainstream,25-34
CUST103172,Nur Aisyah Yusof,2026-07-11,Singapore,Premium,35-44
CUST103173,Divya Goh,2026-04-14,Malaysia,Premium,18-24
CUST103174,Mei Ling Yusof,2025-05-17,Thailand,Budget,25-34
CUST103175,Priya Tan,2024-07-31,Singapore,Budget,18-24
CUST103176,Arif Muthu,2025-02-04,Malaysia,Budget,25-34
CUST103177,Ravi Wong,2025-05-04,Thailand,Budget,35-44
CUST103178,Aina Tan,2025-12-06,Singapore,Mainstream,55+
CUST103179,Wei Ming Kaur,2025-09-12,Malaysia,Mainstream,35-44
CUST103180,Zhi Hao Goh,2026-07-01,Singapore,Budget,55+
CUST103181,Xin Yi Binte Ismail,2025-11-01,Indonesia,Budget,35-44
CUST103182,Haziq Kaur,2025-04-30,Thailand,Mainstream,25-34
CUST103183,Haziq Bin Abdullah,2024-10-06,Malaysia,Mainstream,45-54
CUST103184,Wei Ming Tan,2024-09-24,Malaysia,Mainstream,18-24
CUST103185,Nabila Lim,2024-12-07,Malaysia,Budget,18-24
CUST103186,Chen Wei Yusof,2026-07-14,Singapore,Budget,55+
CUST103187,Arif Osman,2024-12-14,Singapore,Mainstream,35-44
CUST103188,Arif Bin Abdullah,2026-02-20,Singapore,Mainstream,55+
CUST103189,Divya Rahman,2025-05-06,Singapore,Mainstream,18-24
CUST103190,Kumar Bin Abdullah,2024-09-07,Indonesia,Premium,45-54
CUST103191,Zhi Hao Tan,2024-10-19,Singapore,Budget,25-34
CUST103192,Siti Chong,2025-03-31,Singapore,Budget,25-34
CUST103193,Mei Ling Yusof,2025-12-23,Malaysia,Budget,45-54
CUST103194,Siti Nair,2025-07-14,Singapore,Budget,25-34
CUST103195,Xin Yi Wong,2025-03-03,Singapore,Budget,35-44
CUST103196,Kumar Chong,2025-07-19,Singapore,Budget,45-54
CUST103197,Divya Lim,2025-10-07,Singapore,Budget,45-54
CUST103198,Divya Bin Abdullah,2025-10-08,Malaysia,Mainstream,18-24
CUST103199,Divya Muthu,2025-05-18,Indonesia,Budget,25-34
CUST103200,Ahmad Chua,2026-07-03,Thailand,Mainstream,55+
CUST103201,Priya Muthu,2024-07-31,Indonesia,Budget,35-44
CUST103202,Haziq Muthu,2026-05-16,Malaysia,Budget,35-44
CUST103203,Ravi Nair,2024-08-10,Thailand,Budget,18-24
CUST103204,Ahmad Muthu,2026-07-04,Malaysia,Budget,18-24
CUST103205,Haziq Lee,2025-07-20,Malaysia,Budget,55+
CUST103206,Hui Ling Tan,2025-09-28,Malaysia,Mainstream,35-44
CUST103207,Siti Tan,2025-06-06,Singapore,Premium,45-54
CUST103208,Siti Lim,2025-09-16,Singapore,Budget,25-34
CUST103209,Nabila Lim,2024-10-12,Singapore,Budget,25-34
CUST103210,Zhi Hao Wong,2026-07-17,Indonesia,Budget,35-44
CUST103211,Nur Aisyah Yusof,2024-08-09,Singapore,Mainstream,45-54
CUST103212,Nabila Chua,2025-03-13,Indonesia,Budget,25-34
CUST103213,Nabila Chong,2025-01-07,Thailand,Budget,25-34
