customer_id,customer_name,signup_date,country,segment,age_group,last_purchase_date,frequency,monetary_sgd,avg_basket_sgd,categories_purchased,recency_days,tenure_days,churned,recency_days_quartile,frequency_quartile,monetary_sgd_quartile
CUST102361,Chen Wei Tan,2026-01-22,Malaysia,Budget,55+,2026-01-17,4,270.95,67.74,2,193,188,1.0,4,4,4
CUST102362,Kumar Kaur,2024-11-23,Thailand,Budget,45-54,2026-05-31,8,2084.38,260.55,5,59,613,0.0,3,2,1
CUST102363,Hui Ling Muthu,2025-09-14,Singapore,Budget,55+,2026-03-23,4,1132.16,283.04,4,128,318,1.0,4,4,2
CUST102364,Arif Nair,2025-10-21,Malaysia,Mainstream,35-44,2026-07-12,4,620.53,155.13,3,17,281,0.0,2,4,3
CUST102365,Chen Wei Yusof,2025-03-13,Thailand,Budget,45-54,2026-04-30,3,436.91,145.64,2,90,503,0.0,4,4,4
CUST102366,Xin Yi Binte Ismail,2025-10-30,Singapore,Premium,55+,2026-07-13,15,3250.07,216.67,7,16,272,0.0,1,1,1
CUST102367,Haziq Lee,2025-11-11,Indonesia,Budget,25-34,2026-03-28,8,1171.33,146.42,6,123,260,1.0,4,2,2
CUST102368,Hui Ling Wong,2026-02-14,Malaysia,Mainstream,45-54,2026-06-27,12,1305.64,108.8,6,32,165,0.0,2,1,2
CUST102369,Priya Kaur,2026-06-10,Indonesia,Budget,18-24,2026-01-02,2,313.91,156.95,2,208,49,1.0,4,4,4
CUST102370,Kumar Lee,2026-07-02,Singapore,Mainstream,18-24,2026-04-24,4,432.12,108.03,3,96,27,1.0,4,4,4
CUST102371,Farhan Rahman,2025-10-08,Malaysia,Budget,35-44,2026-07-28,4,392.68,98.17,4,1,294,0.0,1,4,4
CUST102372,Aina Rahman,2024-08-02,Singapore,Mainstream,25-34,2026-06-22,5,469.62,93.92,5,37,726,0.0,2,3,3
CUST102373,Xin Yi Binte Ismail,2026-01-20,Thailand,Mainstream,25-34,2026-06-18,7,1194.18,170.6,5,41,190,0.0,3,2,2
CUST102374,Suresh Wong,2025-04-18,Singapore,Budget,35-44,2026-01-01,4,1029.09,257.27,3,209,467,1.0,4,4,2
CUST102375,Wei Ming Bin Abdullah,2025-12-04,Singapore,Mainstream,35-44,2026-06-07,5,768.92,153.78,5,52,237,0.0,3,3,3
CUST102376,Haziq Muthu,2025-12-21,Thailand,Premium,45-54,2026-07-14,13,2406.31,185.1,7,15,220,0.0,1,1,1
CUST102377,Siti Nair,2026-04-02,Singapore,Mainstream,25-34,2026-06-07,7,839.09,119.87,5,52,118,0.0,3,2,3
CUST102378,Divya Bin Abdullah,2025-06-13,Malaysia,Mainstream,25-34,2026-07-03,5,930.18,186.04,4,26,411,0.0,2,3,2
CUST102379,Mei Ling Yusof,2025-04-05,Singapore,Mainstream,35-44,2026-05-24,10,884.97,88.5,6,66,480,0.0,3,1,2
CUST102380,Nabila Osman,2025-11-16,Malaysia,Premium,35-44,2026-06-10,15,2421.6,161.44,6,49,255,0.0,3,1,1
CUST102381,Hui Ling Binte Ismail,2025-07-10,Singapore,Mainstream,45-54,2026-07-15,11,1645.06,149.55,5,14,384,0.0,1,1,1
CUST102382,Farhan Bin Abdullah,2025-08-16,Malaysia,Premium,25-34,2026-05-09,7,961.26,137.32,5,81,347,0.0,3,2,2
CUST102383,Divya Tan,2026-01-13,Malaysia,Mainstream,18-24,2026-04-28,4,549.38,137.34,2,92,197,1.0,4,4,3
CUST102384,Arif Tan,2025-03-12,Singapore,Budget,55+,2026-05-05,4,218.95,54.74,3,85,504,0.0,4,4,4
CUST102385,Kumar Chua,2025-06-20,Singapore,Budget,18-24,2026-05-29,8,1224.33,153.04,6,61,404,0.0,3,2,2
CUST102386,Nur Aisyah Goh,2026-06-11,Singapore,Mainstream,35-44,2026-06-17,9,593.79,65.98,5,42,48,0.0,3,2,3
CUST102387,Kumar Tan,2025-08-04,Indonesia,Mainstream,25-34,2026-07-27,10,1961.7,196.17,6,2,359,0.0,1,1,1
CUST102388,Priya Chua,2025-10-18,Singapore,Mainstream,25-34,2026-07-19,9,1729.6,192.18,5,10,284,0.0,1,2,1
CUST102389,Arif Lim,2024-12-25,Singapore,Premium,45-54,2026-07-25,14,1609.31,114.95,5,4,581,0.0,1,1,1
CUST102390,Haziq Chong,2025-12-18,Singapore,Mainstream,25-34,2026-05-10,6,1159.93,193.32,5,80,223,0.0,3,3,2
CUST102391,Priya Chua,2024-08-31,Malaysia,Budget,18-24,2026-07-11,4,592.02,148.0,4,18,697,0.0,2,4,3
CUST102392,Haziq Wong,2025-05-07,Indonesia,Mainstream,45-54,2026-05-10,5,957.91,191.58,4,80,448,0.0,3,3,2
CUST102393,Divya Tan,2026-04-25,Malaysia,Budget,18-24,2026-07-01,6,476.09,79.35,5,28,95,0.0,2,3,3
CUST102394,Priya Chong,2025-10-08,Thailand,Mainstream,25-34,2026-07-04,12,1417.21,118.1,5,25,294,0.0,2,1,1
CUST102395,Nur Aisyah Goh,2024-10-22,Indonesia,Premium,35-44,2026-07-06,14,1715.54,122.54,7,23,645,0.0,2,1,1
CUST102396,Nabila Binte Ismail,2026-01-25,Indonesia,Budget,25-34,2026-07-28,5,435.62,87.12,5,1,185,0.0,1,3,4
CUST102397,Jia Xin Bin Abdullah,2025-03-02,Indonesia,Mainstream,35-44,2026-07-12,10,2278.47,227.85,5,17,514,0.0,2,1,1
CUST102398,Ahmad Lim,2025-01-04,Singapore,Mainstream,25-34,2026-04-26,7,1432.15,204.59,5,94,571,1.0,4,2,1
CUST102399,Jia Xin Chong,2025-03-11,Thailand,Budget,25-34,2026-07-16,6,654.85,109.14,4,13,505,0.0,1,3,3
CUST102400,Zhi Hao Chong,2026-05-25,Indonesia,Mainstream,25-34,2026-07-25,6,308.07,51.34,5,4,65,0.0,1,3,4
CUST102401,Siti Chua,2025-10-29,Malaysia,Mainstream,45-54,2026-06-10,10,842.91,84.29,5,49,273,0.0,3,1,3
CUST102402,Aina Chua,2025-11-17,Singapore,Mainstream,18-24,2026-07-25,6,875.3,145.88,5,4,254,0.0,1,3,2
CUST102403,Mei Ling Muthu,2025-11-20,Singapore,Budget,55+,2026-06-27,4,184.28,46.07,2,32,251,0.0,2,4,4
CUST102404,Jia Xin Osman,2024-10-26,Malaysia,Budget,25-34,2026-06-27,4,229.12,57.28,4,32,641,0.0,2,4,4
CUST102405,Siti Binte Ismail,2026-07-25,Malaysia,Mainstream,25-34,2026-05-13,6,1354.89,225.81,2,77,4,0.0,3,3,2
CUST102406,Ahmad Chong,2025-07-01,Indonesia,Budget,35-44,2026-04-24,7,1122.93,160.42,5,96,393,1.0,4,2,2
CUST102407,Ravi Rahman,2024-08-11,Malaysia,Budget,25-34,2026-07-03,7,1149.41,164.2,4,26,717,0.0,2,2,2
CUST102408,Suresh Rahman,2024-10-28,Malaysia,Premium,35-44,2026-07-28,13,1144.98,88.08,6,1,639,0.0,1,1,2
CUST102409,Ahmad Muthu,2025-05-13,Singapore,Mainstream,45-54,2026-07-17,14,1334.8,95.34,6,12,442,0.0,1,1,2
CUST102410,Ahmad Yusof,2024-07-31,Singapore,Mainstream,45-54,2026-07-21,8,1359.14,169.89,4,8,728,0.0,1,2,2
CUST102411,Chen Wei Goh,2025-10-09,Singapore,Premium,35-44,2026-07-02,16,1244.42,77.78,6,27,293,0.0,2,1,2
CUST102412,Mei Ling Lee,2025-05-09,Indonesia,Budget,35-44,2026-04-21,8,2039.51,254.94,5,99,446,1.0,4,2,1
CUST102413,Nur Aisyah Chong,2025-06-28,Malaysia,Budget,25-34,2026-07-09,6,1168.17,194.69,5,20,396,0.0,2,3,2
CUST102414,Chen Wei Kaur,2026-06-25,Thailand,Mainstream,45-54,2026-06-23,10,732.48,73.25,5,36,34,0.0,2,1,3
CUST102415,Priya Lim,2026-06-30,Indonesia,Budget,25-34,2026-04-20,1,19.0,19.0,1,100,29,1.0,4,4,4
CUST102416,Jia Xin Binte Ismail,2024-10-13,Indonesia,Budget,18-24,2026-07-27,2,649.79,324.9,2,2,654,0.0,1,4,3
CUST102417,Nabila Kaur,2026-03-25,Malaysia,Mainstream,35-44,2026-06-27,7,938.72,134.1,4,32,126,0.0,2,2,2
CUST102418,Arif Lim,2025-11-12,Indonesia,Budget,25-34,2026-05-31,5,1110.04,222.01,4,59,259,0.0,3,3,2
CUST102419,Suresh Muthu,2025-04-30,Thailand,Mainstream,35-44,2026-07-15,8,998.6,124.83,5,14,455,0.0,1,2,2
CUST102420,Xin Yi Lim,2025-06-04,Indonesia,Mainstream,18-24,2026-07-11,5,559.22,111.84,4,18,420,0.0,2,3,3
CUST102421,Hui Ling Bin Abdullah,2025-07-19,Singapore,Mainstream,18-24,2026-06-17,6,1035.06,172.51,4,42,375,0.0,3,3,2
CUST102422,Xin Yi Chua,2024-08-14,Indonesia,Budget,35-44,2026-07-02,7,481.11,68.73,5,27,714,0.0,2,2,3
CUST102423,Haziq Lim,2025-01-01,Singapore,Budget,35-44,2026-04-04,3,568.41,189.47,3,116,574,1.0,4,4,3
CUST102424,Nur Aisyah Muthu,2024-09-10,Singapore,Premium,55+,2026-07-13,9,949.39,105.49,4,16,687,0.0,1,2,2
CUST102425,Chen Wei Yusof,2025-04-05,Indonesia,Premium,25-34,2026-07-21,12,1848.05,154.0,5,8,480,0.0,1,1,1
CUST102426,Arif Lim,2024-08-14,Indonesia,Mainstream,18-24,2026-07-10,8,726.7,90.84,5,19,714,0.0,2,2,3
CUST102427,Hui Ling Yusof,2025-05-16,Singapore,Budget,18-24,2026-06-29,10,552.75,55.28,5,30,439,0.0,2,1,3
CUST102428,Haziq Nair,2025-06-29,Singapore,Mainstream,25-34,2026-07-21,6,472.29,78.71,5,8,395,0.0,1,3,3
CUST102429,Kumar Chua,2024-12-11,Thailand,Budget,18-24,2026-04-28,6,928.59,154.77,5,92,595,1.0,4,3,2
CUST102430,Hui Ling Osman,2024-11-02,Singapore,Budget,45-54,2026-03-01,2,802.67,401.34,2,150,634,1.0,4,4,3
CUST102431,Suresh Yusof,2026-06-10,Singapore,Budget,18-24,2026-06-19,5,471.1,94.22,3,40,49,0.0,3,3,3
CUST102432,Suresh Chong,2024-10-03,Indonesia,Budget,55+,2026-07-22,4,366.56,91.64,3,7,664,0.0,1,4,4
CUST102433,Mei Ling Rahman,2025-03-12,Indonesia,Budget,35-44,2026-01-10,4,547.51,136.88,3,200,504,1.0,4,4,3
CUST102434,Chen Wei Yusof,2024-10-12,Malaysia,Budget,35-44,2026-07-29,7,755.81,107.97,5,0,655,0.0,1,2,3
CUST102435,Nur Aisyah Goh,2025-02-22,Malaysia,Mainstream,18-24,2026-07-15,9,847.09,94.12,7,14,522,0.0,1,2,3
CUST102436,Hui Ling Chong,2024-09-21,Singapore,Mainstream,18-24,2026-07-22,9,868.27,96.47,7,7,676,0.0,1,2,2
CUST102437,Nur Aisyah Nair,2026-01-10,Singapore,Budget,25-34,2026-05-26,5,644.57,128.91,4,64,200,0.0,3,3,3
CUST102438,Farhan Lee,2026-03-15,Indonesia,Budget,35-44,2026-07-18,5,935.38,187.08,4,11,136,0.0,1,3,2
CUST102439,Aina Chua,2026-03-09,Indonesia,Premium,35-44,2026-06-15,10,2353.24,235.32,6,44,142,0.0,3,1,1
CUST102440,Jia Xin Goh,2026-01-26,Singapore,Budget,25-34,2026-07-09,3,341.43,113.81,3,20,184,0.0,2,4,4
CUST102441,Mei Ling Bin Abdullah,2026-02-23,Singapore,Budget,25-34,2026-04-02,4,407.28,101.82,3,118,156,1.0,4,4,4
CUST102442,Wei Ming Binte Ismail,2025-09-10,Singapore,Mainstream,55+,2026-05-30,7,559.58,79.94,4,60,322,0.0,3,2,3
CUST102443,Aina Chong,2026-03-07,Singapore,Mainstream,25-34,2026-05-24,10,1716.84,171.68,6,66,144,0.0,3,1,1
CUST102444,Priya Kaur,2026-04-05,Singapore,Mainstream,18-24,2026-06-10,9,637.44,70.83,4,49,115,0.0,3,2,3
CUST102445,Haziq Chong,2025-07-12,Singapore,Budget,25-34,2026-07-04,9,955.68,106.19,3,25,382,0.0,2,2,2
CUST102446,Hui Ling Tan,2024-12-27,Indonesia,Budget,25-34,2026-06-13,3,1432.65,477.55,2,46,579,0.0,3,4,1
CUST102447,Mei Ling Lee,2026-04-21,Singapore,Budget,25-34,2026-07-11,12,2148.85,179.07,5,18,99,0.0,2,1,1
CUST102448,Suresh Chong,2025-07-21,Indonesia,Mainstream,35-44,2026-05-16,9,1490.85,165.65,6,74,373,0.0,3,2,1
CUST102449,Xin Yi Chong,2025-04-04,Malaysia,Budget,35-44,2026-04-02,4,1020.29,255.07,3,118,481,1.0,4,4,2
CUST102450,Priya Nair,2025-03-01,Indonesia,Budget,35-44,2026-07-19,5,962.85,192.57,4,10,515,0.0,1,3,2
CUST102451,Zhi Hao Yusof,2026-05-14,Thailand,Budget,25-34,2026-07-06,3,498.87,166.29,2,23,76,0.0,2,4,3
CUST102452,Nur Aisyah Nair,2025-02-09,Malaysia,Premium,18-24,2026-07-22,14,2828.14,202.01,7,7,535,0.0,1,1,1
CUST102453,Kumar Chua,2026-07-10,Singapore,Budget,45-54,2026-05-12,2,62.41,31.2,2,78,19,0.0,3,4,4
CUST102454,Xin Yi Nair,2026-02-07,Indonesia,Budget,25-34,2026-04-22,4,1235.25,308.81,2,98,172,1.0,4,4,2
CUST102455,Chen Wei Chong,2025-12-08,Singapore,Premium,25-34,2026-06-20,13,955.07,73.47,4,39,233,0.0,3,1,2
CUST102456,Wei Ming Nair,2024-11-14,Singapore,Mainstream,25-34,2026-07-05,10,2082.48,208.25,5,24,622,0.0,2,1,1
CUST102457,Xin Yi Lim,2026-03-11,Singapore,Mainstream,35-44,2026-07-25,8,983.19,122.9,5,4,140,0.0,1,2,2
CUST102458,Arif Rahman,2025-01-04,Thailand,Mainstream,25-34,2026-07-22,6,1449.35,241.56,5,7,571,0.0,1,3,1
CUST102459,Haziq Kaur,2024-08-07,Singapore,Budget,45-54,2026-07-04,5,679.72,135.94,3,25,721,0.0,2,3,3
CUST102460,Nabila Muthu,2024-08-28,Malaysia,Mainstream,25-34,2026-07-07,12,1898.84,158.24,6,22,700,0.0,2,1,1
CUST102461,Divya Yusof,2025-12-20,Malaysia,Budget,55+,2026-03-16,2,40.34,20.17,2,135,221,1.0,4,4,4
CUST102462,Priya Lim,2026-05-21,Indonesia,Premium,25-34,2026-07-18,17,2542.91,149.58,7,11,69,0.0,1,1,1
CUST102463,Jia Xin Chong,2026-02-17,Singapore,Budget,35-44,2026-07-28,7,1295.31,185.04,5,1,162,0.0,1,2,2
CUST102464,Nur Aisyah Binte Ismail,2025-01-14,Thailand,Mainstream,25-34,2026-07-06,8,2188.92,273.62,3,23,561,0.0,2,2,1
CUST102465,Wei Ming Chua,2026-03-08,Indonesia,Mainstream,45-54,2026-07-10,9,1602.82,178.09,6,19,143,0.0,2,2,1
CUST102466,Suresh Osman,2025-04-14,Malaysia,Budget,25-34,2026-05-03,5,1247.8,249.56,4,87,471,0.0,4,3,2
CUST102467,Jia Xin Chong,2025-10-30,Malaysia,Budget,45-54,2026-06-18,5,266.11,53.22,3,41,272,0.0,3,3,4
CUST102468,Nabila Chong,2025-01-16,Indonesia,Mainstream,45-54,2026-07-28,7,611.22,87.32,3,1,559,0.0,1,2,3
CUST102469,Kumar Wong,2025-05-13,Indonesia,Budget,35-44,2026-07-24,10,1309.07,130.91,7,5,442,0.0,1,1,2
CUST102470,Ravi Lee,2025-05-28,Malaysia,Premium,25-34,2026-07-08,10,663.35,66.34,4,21,427,0.0,2,1,3
CUST102471,Haziq Osman,2025-01-05,Singapore,Budget,25-34,2026-07-04,7,982.82,140.4,5,25,570,0.0,2,2,2
CUST102472,Wei Ming Yusof,2024-08-31,Singapore,Mainstream,55+,2026-07-22,8,1575.73,196.97,5,7,697,0.0,1,2,1
CUST102473,Jia Xin Kaur,2025-11-05,Singapore,Mainstream,55+,2026-07-24,8,1612.63,201.58,5,5,266,0.0,1,2,1
CUST102474,Kumar Wong,2025-07-08,Singapore,Mainstream,18-24,2026-05-25,8,2147.81,268.48,5,65,386,0.0,3,2,1
CUST102475,Priya Tan,2025-04-29,Singapore,Mainstream,25-34,2026-07-08,9,1397.55,155.28,5,21,456,0.0,2,2,2
CUST102476,Xin Yi Bin Abdullah,2024-12-06,Singapore,Mainstream,18-24,2026-07-05,10,910.59,91.06,5,24,600,0.0,2,1,2
CUST102477,Jia Xin Bin Abdullah,2025-08-12,Thailand,Mainstream,25-34,2026-06-10,9,1314.96,146.11,5,49,351,0.0,3,2,2
CUST102478,Nur Aisyah Wong,2025-10-29,Indonesia,Mainstream,25-34,2026-06-16,8,671.21,83.9,5,43,273,0.0,3,2,3
CUST102479,Chen Wei Goh,2024-11-19,Indonesia,Mainstream,45-54,2026-06-13,2,176.9,88.45,2,46,617,0.0,3,4,4
CUST102480,Jia Xin Kaur,2024-09-02,Malaysia,Budget,18-24,2026-04-12,1,105.27,105.27,1,108,695,1.0,4,4,4
CUST102481,Nabila Binte Ismail,2025-06-09,Malaysia,Budget,45-54,2026-07-03,8,1682.33,210.29,5,26,415,0.0,2,2,1
CUST102482,Chen Wei Lim,2026-05-15,Singapore,Budget,55+,2025-11-19,2,95.22,47.61,2,252,75,1.0,4,4,4
CUST102483,Siti Wong,2025-12-30,Indonesia,Mainstream,25-34,2026-07-28,11,1603.97,145.82,7,1,211,0.0,1,1,1
CUST102484,Wei Ming Osman,2025-08-26,Singapore,Premium,25-34,2026-07-17,15,1975.54,131.7,7,12,337,0.0,1,1,1
CUST102485,Suresh Wong,2025-03-03,Malaysia,Budget,35-44,2026-06-29,5,288.45,57.69,5,30,513,0.0,2,3,4
CUST102486,Haziq Chua,2025-03-28,Thailand,Mainstream,25-34,2026-05-08,5,910.65,182.13,3,82,488,0.0,4,3,2
CUST102487,Haziq Osman,2024-12-08,Thailand,Budget,35-44,2026-06-16,4,477.69,119.42,2,43,598,0.0,3,4,3
CUST102488,Divya Lim,2026-07-08,Singapore,Mainstream,35-44,2026-07-01,7,323.81,46.26,4,28,21,0.0,2,2,4
CUST102489,Chen Wei Nair,2025-08-24,Indonesia,Mainstream,18-24,2026-07-26,8,1636.73,204.59,5,3,339,0.0,1,2,1
CUST102490,Chen Wei Goh,2025-03-05,Singapore,Mainstream,45-54,2026-06-12,9,937.82,104.2,5,47,511,0.0,3,2,2
CUST102491,Nur Aisyah Lee,2024-08-08,Singapore,Mainstream,25-34,2026-07-29,12,1291.62,107.64,6,0,720,0.0,1,1,2
CUST102492,Nur Aisyah Tan,2026-04-17,Singapore,Mainstream,25-34,2026-04-07,5,782.48,156.5,3,113,103,1.0,4,3,3
CUST102493,Nabila Muthu,2024-10-26,Singapore,Budget,55+,2026-05-27,4,348.42,87.1,3,63,641,0.0,3,4,4
CUST102494,Chen Wei Muthu,2026-07-24,Indonesia,Mainstream,18-24,2026-07-24,12,1029.05,85.75,6,5,5,0.0,1,1,2
CUST102495,Zhi Hao Kaur,2026-03-08,Malaysia,Budget,18-24,2026-05-03,3,680.44,226.81,3,87,143,0.0,4,4,3
CUST102496,Nabila Chong,2024-11-18,Singapore,Premium,25-34,2026-07-23,7,680.02,97.15,6,6,618,0.0,1,2,3
CUST102497,Zhi Hao Binte Ismail,2025-01-01,Thailand,Mainstream,25-34,2026-06-03,7,994.15,142.02,4,56,574,0.0,3,2,2
CUST102498,Ravi Osman,2024-08-18,Malaysia,Budget,25-34,2026-06-08,7,1847.65,263.95,4,51,710,0.0,3,2,1
CUST102499,Aina Kaur,2025-05-17,Malaysia,Budget,35-44,2026-05-22,2,870.94,435.47,2,68,438,0.0,3,4,2
CUST102500,Nur Aisyah Tan,2025-05-06,Malaysia,Mainstream,25-34,2026-07-04,9,536.08,59.56,4,25,449,0.0,2,2,3
CUST102501,Zhi Hao Yusof,2025-07-04,Malaysia,Premium,35-44,2026-06-04,22,3619.33,164.52,7,55,390,0.0,3,1,1
CUST102502,Xin Yi Goh,2025-07-21,Malaysia,Budget,18-24,2026-06-23,4,358.36,89.59,4,36,373,0.0,2,4,4
CUST102503,Mei Ling Osman,2025-07-19,Malaysia,Mainstream,25-34,2026-06-30,9,2187.54,243.06,5,29,375,0.0,2,2,1
CUST102504,Ravi Rahman,2025-12-28,Thailand,Budget,55+,2026-06-13,4,445.51,111.38,4,46,213,0.0,3,4,4
CUST102505,Haziq Tan,2024-11-14,Singapore,Mainstream,45-54,2026-06-28,9,1018.9,113.21,5,31,622,0.0,2,2,2
CUST102506,Divya Goh,2025-11-11,Malaysia,Mainstream,35-44,2026-05-29,13,1131.76,87.06,6,61,260,0.0,3,1,2
CUST102507,Aina Goh,2025-05-10,Singapore,Budget,25-34,2026-06-16,8,670.29,83.79,4,43,445,0.0,3,2,3
CUST102508,Hui Ling Kaur,2025-03-28,Thailand,Mainstream,35-44,2026-07-25,4,569.69,142.42,3,4,488,0.0,1,4,3
CUST102509,Xin Yi Nair,2025-07-02,Singapore,Budget,45-54,2026-07-24,4,195.14,48.78,2,5,392,0.0,1,4,4
CUST102510,Suresh Lee,2025-05-09,Singapore,Mainstream,45-54,2026-07-29,8,2110.67,263.83,5,0,446,0.0,1,2,1
CUST102511,Aina Lee,2026-06-24,Thailand,Budget,35-44,2026-07-15,3,316.38,105.46,3,14,35,0.0,1,4,4
CUST102512,Suresh Lim,2025-12-11,Malaysia,Mainstream,25-34,2026-03-16,4,265.04,66.26,3,135,230,1.0,4,4,4
CUST102513,Kumar Lim,2025-09-05,Singapore,Budget,18-24,2026-06-05,5,462.29,92.46,4,54,327,0.0,3,3,4
CUST102514,Ravi Binte Ismail,2025-10-15,Singapore,Mainstream,18-24,2026-07-22,6,534.27,89.04,5,7,287,0.0,1,3,3
CUST102515,Priya Osman,2024-10-05,Malaysia,Budget,18-24,2026-07-25,7,1644.02,234.86,4,4,662,0.0,1,2,1
CUST102516,Jia Xin Bin Abdullah,2024-10-13,Thailand,Mainstream,25-34,2026-07-06,11,1960.99,178.27,6,23,654,0.0,2,1,1
CUST102517,Wei Ming Binte Ismail,2025-02-25,Malaysia,Budget,18-24,2026-07-18,5,665.93,133.19,4,11,519,0.0,1,3,3
CUST102518,Chen Wei Chong,2025-11-14,Singapore,Budget,25-34,2026-07-02,5,554.37,110.87,3,27,257,0.0,2,3,3
CUST102519,Nabila Binte Ismail,2026-06-22,Malaysia,Mainstream,35-44,2026-07-21,11,1839.87,167.26,6,8,37,0.0,1,1,1
CUST102520,Jia Xin Bin Abdullah,2025-01-24,Malaysia,Mainstream,35-44,2026-07-20,9,2103.94,233.77,4,9,551,0.0,1,2,1
CUST102521,Jia Xin Chong,2024-10-22,Singapore,Mainstream,35-44,2026-06-19,9,1142.0,126.89,5,40,645,0.0,3,2,2
CUST102522,Haziq Wong,2025-08-06,Thailand,Mainstream,25-34,2026-05-31,11,1033.52,93.96,7,59,357,0.0,3,1,2
CUST102523,Xin Yi Nair,2024-12-03,Singapore,Budget,35-44,2026-07-19,5,999.54,199.91,5,10,603,0.0,1,3,2
CUST102524,Kumar Muthu,2024-09-18,Thailand,Premium,55+,2026-05-05,13,890.1,68.47,5,85,679,0.0,4,1,2
CUST102525,Farhan Bin Abdullah,2025-06-25,Indonesia,Budget,25-34,2026-06-22,5,307.63,61.53,5,37,399,0.0,2,3,4
CUST102526,Nabila Muthu,2026-02-27,Singapore,Premium,45-54,2026-07-29,20,2484.57,124.23,7,0,152,0.0,1,1,1
CUST102527,Wei Ming Muthu,2026-07-13,Indonesia,Premium,25-34,2026-03-27,11,1326.03,120.55,5,124,16,1.0,4,1,2
CUST102528,Chen Wei Osman,2025-01-23,Indonesia,Budget,35-44,2026-04-29,3,315.74,105.25,3,91,552,1.0,4,4,4
CUST102529,Kumar Nair,2025-06-14,Malaysia,Budget,35-44,2026-07-19,5,733.17,146.63,4,10,410,0.0,1,3,3
CUST102530,Ahmad Nair,2026-04-08,Malaysia,Mainstream,35-44,2026-05-25,9,1093.02,121.45,6,65,112,0.0,3,2,2
CUST102531,Zhi Hao Nair,2026-06-20,Singapore,Mainstream,45-54,2026-06-23,10,671.16,67.12,6,36,39,0.0,2,1,3
CUST102532,Ahmad Yusof,2024-08-21,Singapore,Budget,25-34,2026-01-15,2,105.97,52.98,1,195,707,1.0,4,4,4
CUST102533,Ahmad Tan,2025-12-08,Indonesia,Budget,45-54,2026-07-11,5,438.73,87.75,4,18,233,0.0,2,3,4
CUST102534,Wei Ming Goh,2025-12-03,Singapore,Budget,45-54,2026-07-12,6,877.18,146.2,5,17,238,0.0,2,3,2
CUST102535,Chen Wei Chong,2025-04-26,Singapore,Mainstream,45-54,2026-07-29,6,1655.22,275.87,4,0,459,0.0,1,3,1
CUST102536,Nur Aisyah Chua,2025-11-05,Malaysia,Mainstream,18-24,2026-07-03,11,2006.02,182.37,7,26,266,0.0,2,1,1
CUST102537,Arif Wong,2024-10-01,Singapore,Budget,18-24,2026-06-20,3,357.39,119.13,3,39,666,0.0,3,4,4
CUST102538,Priya Tan,2025-03-19,Indonesia,Mainstream,45-54,2026-05-29,8,739.37,92.42,3,61,497,0.0,3,2,3
CUST102539,Haziq Kaur,2025-11-10,Indonesia,Mainstream,35-44,2026-07-22,11,2797.31,254.3,6,7,261,0.0,1,1,1
CUST102540,Priya Kaur,2026-01-16,Indonesia,Premium,55+,2026-07-28,14,1686.02,120.43,6,1,194,0.0,1,1,1
CUST102541,Wei Ming Lee,2024-11-09,Singapore,Budget,25-34,2026-02-20,2,30.95,15.48,1,159,627,1.0,4,4,4
CUST102542,Ahmad Wong,2025-05-24,Malaysia,Budget,45-54,2026-07-23,4,821.58,205.4,2,6,431,0.0,1,4,3
CUST102543,Haziq Binte Ismail,2024-09-27,Indonesia,Budget,45-54,2026-06-15,7,1048.95,149.85,4,44,670,0.0,3,2,2
CUST102544,Arif Kaur,2025-11-20,Malaysia,Mainstream,45-54,2026-06-09,5,324.08,64.82,3,50,251,0.0,3,3,4
CUST102545,Suresh Wong,2026-07-14,Indonesia,Budget,35-44,2026-06-05,3,130.0,43.33,2,54,15,0.0,3,4,4
CUST102546,Wei Ming Goh,2024-10-11,Malaysia,Budget,18-24,2026-05-23,4,1102.1,275.52,4,67,656,0.0,3,4,2
CUST102547,Farhan Bin Abdullah,2026-02-05,Singapore,Mainstream,35-44,2026-07-27,7,524.68,74.95,4,2,174,0.0,1,2,3
CUST102548,Zhi Hao Rahman,2024-11-19,Singapore,Mainstream,35-44,2026-02-16,3,603.06,201.02,1,163,617,1.0,4,4,3
CUST102549,Chen Wei Rahman,2025-02-26,Indonesia,Budget,25-34,2026-01-15,3,1518.8,506.27,1,195,518,1.0,4,4,1
CUST102550,Divya Chong,2026-02-10,Singapore,Budget,25-34,2026-07-26,3,171.96,57.32,2,3,169,0.0,1,4,4
CUST102551,Siti Kaur,2025-01-23,Thailand,Budget,45-54,2026-02-07,6,603.29,100.55,5,172,552,1.0,4,3,3
CUST102552,Arif Nair,2026-05-31,Malaysia,Budget,18-24,2026-07-23,6,776.26,129.38,5,6,59,0.0,1,3,3
CUST102553,Xin Yi Goh,2025-10-16,Singapore,Budget,25-34,2026-07-14,3,1047.91,349.3,3,15,286,0.0,1,4,2
CUST102554,Priya Rahman,2025-11-11,Indonesia,Budget,35-44,2026-07-24,1,50.9,50.9,1,5,260,0.0,1,4,4
CUST102555,Ahmad Yusof,2025-04-06,Malaysia,Budget,55+,2026-05-01,6,405.1,67.52,4,89,479,0.0,4,3,4
CUST102556,Nabila Tan,2025-07-04,Singapore,Premium,35-44,2026-06-12,13,1895.51,145.81,6,47,390,0.0,3,1,1
CUST102557,Siti Binte Ismail,2025-05-09,Thailand,Premium,25-34,2026-06-30,10,768.68,76.87,5,29,446,0.0,2,1,3
